Tree;Richness;Zones;Forests
1150;0;2;FlorestaSubmontana2
1151;0;2;FlorestaSubmontana2
1152;0;2;FlorestaSubmontana2
1153;0;2;FlorestaSubmontana2
1154;0;2;FlorestaSubmontana2
1155;0;2;FlorestaSubmontana2
1156;0;2;FlorestaSubmontana2
1157;0;2;FlorestaSubmontana2
1158;0;2;FlorestaSubmontana2
1159;0;3;FlorestaSubmontana2
1160;0;3;FlorestaSubmontana2
1161;0;3;FlorestaSubmontana2
1162;1;3;FlorestaSubmontana2
1163;1;3;FlorestaSubmontana2
1164;1;3;FlorestaSubmontana2
1165;0;3;FlorestaSubmontana2
1166;0;3;FlorestaSubmontana2
1167;1;3;FlorestaSubmontana2
1168;0;3;FlorestaSubmontana2
1169;2;3;FlorestaSubmontana2
1170;1;3;FlorestaSubmontana2
1171;0;3;FlorestaSubmontana2
1172;0;3;FlorestaSubmontana2
1173;2;3;FlorestaSubmontana2
1174;0;3;FlorestaSubmontana2
1175;0;3;FlorestaSubmontana2
1176;0;3;FlorestaSubmontana2
1177;0;3;FlorestaSubmontana2
1178;0;3;FlorestaSubmontana2
1179;0;3;FlorestaSubmontana2
1180;1;3;FlorestaSubmontana2
1181;2;3;FlorestaSubmontana2
1182;0;3;FlorestaSubmontana2
1183;0;3;FlorestaSubmontana2
1184;1;3;FlorestaSubmontana2
1185;0;3;FlorestaSubmontana2
1186;2;3;FlorestaSubmontana2
1187;2;3;FlorestaSubmontana2
1188;0;3;FlorestaSubmontana2
1189;2;3;FlorestaSubmontana2
1190;0;3;FlorestaSubmontana2
1191;1;3;FlorestaSubmontana2
1192;1;3;FlorestaSubmontana2
1193;0;3;FlorestaSubmontana2
1194;0;3;FlorestaSubmontana2
1195;0;3;FlorestaSubmontana2
1196;0;3;FlorestaSubmontana2
1197;0;3;FlorestaSubmontana2
1198;0;3;FlorestaSubmontana2
1199;0;3;FlorestaSubmontana2
1200;0;3;FlorestaSubmontana2
1201;0;3;FlorestaSubmontana2
1202;0;3;FlorestaSubmontana2
1203;0;3;FlorestaSubmontana2
1204;0;3;FlorestaSubmontana2
1205;0;3;FlorestaSubmontana2
1206;0;3;FlorestaSubmontana2
1207;0;3;FlorestaSubmontana2
1208;0;3;FlorestaSubmontana2
1209;0;3;FlorestaSubmontana2
1210;0;3;FlorestaSubmontana2
1211;0;3;FlorestaSubmontana2
1212;0;3;FlorestaSubmontana2
1213;1;4;FlorestaSubmontana2
1214;0;4;FlorestaSubmontana2
1215;0;4;FlorestaSubmontana2
1216;0;4;FlorestaSubmontana2
1217;1;4;FlorestaSubmontana2
1218;0;4;FlorestaSubmontana2
1219;0;4;FlorestaSubmontana2
1220;0;4;FlorestaSubmontana2
1221;0;4;FlorestaSubmontana2
1222;0;4;FlorestaSubmontana2
1223;1;4;FlorestaSubmontana2
1224;1;4;FlorestaSubmontana2
1225;0;4;FlorestaSubmontana2
1226;0;4;FlorestaSubmontana2
1227;1;4;FlorestaSubmontana2
1228;0;4;FlorestaSubmontana2
1229;2;4;FlorestaSubmontana2
1230;0;4;FlorestaSubmontana2
1231;0;4;FlorestaSubmontana2
1232;0;4;FlorestaSubmontana2
1233;0;4;FlorestaSubmontana2
1234;0;4;FlorestaSubmontana2
1235;2;4;FlorestaSubmontana2
1236;0;4;FlorestaSubmontana2
1237;0;4;FlorestaSubmontana2
1238;0;4;FlorestaSubmontana2
1239;0;4;FlorestaSubmontana2
1240;0;4;FlorestaSubmontana2
1241;1;4;FlorestaSubmontana2
1242;3;4;FlorestaSubmontana2
1243;0;4;FlorestaSubmontana2
1244;2;4;FlorestaSubmontana2
1245;0;4;FlorestaSubmontana2
1246;0;4;FlorestaSubmontana2
1247;0;4;FlorestaSubmontana2
1248;0;4;FlorestaSubmontana2
1249;1;4;FlorestaSubmontana2
1250;1;4;FlorestaSubmontana2
1251;0;4;FlorestaSubmontana2
1252;0;4;FlorestaSubmontana2
1253;0;4;FlorestaSubmontana2
1254;0;4;FlorestaSubmontana2
1255;0;4;FlorestaSubmontana2
1256;0;4;FlorestaSubmontana2
1257;0;4;FlorestaSubmontana2
1258;0;4;FlorestaSubmontana2
1259;0;4;FlorestaSubmontana2
1260;0;4;FlorestaSubmontana2
1261;0;4;FlorestaSubmontana2
1262;0;4;FlorestaSubmontana2
1263;0;4;FlorestaSubmontana2
1264;0;4;FlorestaSubmontana2
1265;0;4;FlorestaSubmontana2
1266;0;4;FlorestaSubmontana2
1267;1;5;FlorestaSubmontana2
1268;0;5;FlorestaSubmontana2
1269;0;5;FlorestaSubmontana2
1270;0;5;FlorestaSubmontana2
1271;0;5;FlorestaSubmontana2
1272;1;5;FlorestaSubmontana2
1273;0;5;FlorestaSubmontana2
1274;0;5;FlorestaSubmontana2
1275;0;5;FlorestaSubmontana2
1276;0;5;FlorestaSubmontana2
1277;0;5;FlorestaSubmontana2
1278;0;5;FlorestaSubmontana2
1279;0;5;FlorestaSubmontana2
1280;0;5;FlorestaSubmontana2
1281;0;5;FlorestaSubmontana2
1282;0;5;FlorestaSubmontana2
1283;0;5;FlorestaSubmontana2
1284;0;5;FlorestaSubmontana2
1285;0;5;FlorestaSubmontana2
1286;0;5;FlorestaSubmontana2
1287;0;5;FlorestaSubmontana2
1288;0;5;FlorestaSubmontana2
1289;3;5;FlorestaSubmontana2
1290;0;5;FlorestaSubmontana2
1291;0;5;FlorestaSubmontana2
1292;0;5;FlorestaSubmontana2
1293;0;5;FlorestaSubmontana2
1294;0;5;FlorestaSubmontana2
1295;5;5;FlorestaSubmontana2
1296;1;5;FlorestaSubmontana2
1297;0;5;FlorestaSubmontana2
1298;1;5;FlorestaSubmontana2
1299;0;5;FlorestaSubmontana2
1300;3;5;FlorestaSubmontana2
1301;0;5;FlorestaSubmontana2
1302;0;5;FlorestaSubmontana2
1303;1;5;FlorestaSubmontana2
1304;0;5;FlorestaSubmontana2
1305;0;5;FlorestaSubmontana2
1306;0;5;FlorestaSubmontana2
1307;0;5;FlorestaSubmontana2
1308;0;5;FlorestaSubmontana2
1309;0;5;FlorestaSubmontana2
1310;0;5;FlorestaSubmontana2
1311;0;5;FlorestaSubmontana2
1312;0;5;FlorestaSubmontana2
1313;0;5;FlorestaSubmontana2
1314;0;5;FlorestaSubmontana2
1315;0;5;FlorestaSubmontana2
1316;0;5;FlorestaSubmontana2
1317;0;5;FlorestaSubmontana2
1318;0;5;FlorestaSubmontana2
1319;0;5;FlorestaSubmontana2
1320;0;5;FlorestaSubmontana2
